Seleção;Orçado;Atualizado;Empenhado;Liquidado
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;90.643,00;110.798,10;95.230,20;93.806,20
********Categoria da Despesa: Despesas Correntes;90.643,00;110.798,10;95.230,20;93.806,20
*********Modalidade da Despesa: Aplicações Diretas;90.643,00;110.798,10;95.230,20;93.806,20
**********Fonte: Tesouro Municipal;90.643,00;110.798,10;95.230,20;93.806,20
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;80.118,00;80.118,00;33.114,42;14.875,45
********Categoria da Despesa: Despesas Correntes;80.118,00;80.118,00;33.114,42;14.875,45
*********Modalidade da Despesa: Aplicações Diretas;80.118,00;80.118,00;33.114,42;14.875,45
**********Fonte: Tesouro Municipal;80.118,00;80.118,00;33.114,42;14.875,45
****Sub-Função: Assistência Comunitária;457.922,00;396.792,00;37.231,70;37.231,70
*****Programa: Assistência Social Geral;457.922,00;396.792,00;37.231,70;37.231,70
******Projeto/Atividade: Operação dos Equipamentos de Assistência Social;457.922,00;396.792,00;37.231,70;37.231,70
*******Elemento Econômico: Equipamentos e Material Permanente;18.251,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;18.251,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;18.251,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;18.251,00;0,00;0,00;0,00
*******Elemento Econômico: Material de Consumo;42.879,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;42.879,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;42.879,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;42.879,00;0,00;0,00;0,00
*******Elemento Econômico: Outros Auxílios Financeiros a Pessoas Físicas;43.802,00;43.802,00;37.231,70;37.231,70
********Categoria da Despesa: Despesas Correntes;43.802,00;43.802,00;37.231,70;37.231,70
*********Modalidade da Despesa: Aplicações Diretas;43.802,00;43.802,00;37.231,70;37.231,70
**********Fonte: Tesouro Municipal;43.802,00;43.802,00;37.231,70;37.231,70
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;1.460,00;1.460,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;1.460,00;1.460,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;1.460,00;1.460,00;0,00;0,00
**********Fonte: Tesouro Municipal;1.460,00;1.460,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;351.530,00;351.530,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;351.530,00;351.530,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;351.530,00;351.530,00;0,00;0,00
**********Fonte: Tesouro Municipal;351.530,00;351.530,00;0,00;0,00
***Função: Desporto e Lazer;5.000,00;5.000,00;0,00;0,00
****Sub-Função: Desporto Comunitário;5.000,00;5.000,00;0,00;0,00
*****Programa: Políticas Públicas de Esporte, Lazer e Recreação;5.000,00;5.000,00;0,00;0,00
******Projeto/Atividade: Construção de um Campo de Várzea na Vila Roschel: Subprefeitura de Parelheiros - E 2768;5.000,00;5.000,00;0,00;0,00
*******Elemento Econômico: Obras e Instalações;5.000,00;5.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;5.000,00;5.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;5.000,00;5.000,00;0,00;0,00
**********Fonte: Receita Condicionada;5.000,00;5.000,00;0,00;0,00
***Função: Direitos da Cidadania;327.849,00;327.849,00;169.960,34;154.500,63
****Sub-Função: Direitos Individuais, Coletivos e Difusos;327.849,00;327.849,00;169.960,34;154.500,63
*****Programa: Promoção da Cidadania;327.849,00;327.849,00;169.960,34;154.500,63
******Projeto/Atividade: Conselho de Meio Ambiente, Desenvolvimento Sustentável e Cultura da Paz, conf. Portaria Intersecretarial nº 05 - E3922;1.000,00;1.000,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;1.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;1.000,00;1.000,00;0,00;0,00
**********Fonte: Receita Condicionada;1.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: Criação da Sala do Cidadão - E3922;1.000,00;1.000,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;1.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;1.000,00;1.000,00;0,00;0,00
**********Fonte: Receita Condicionada;1.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: Criação de Conselho de Representantes da Comunidade - E3922;1.000,00;1.000,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;1.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;1.000,00;1.000,00;0,00;0,00
**********Fonte: Receita Condicionada;1.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: Operação e Manutenção dos Centros de Cidadania das Mulheres;324.849,00;324.849,00;169.960,34;154.500,63
*******Elemento Econômico: Equipamentos e Material Permanente;14.845,00;14.845,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;14.845,00;14.845,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;14.845,00;14.845,00;0,00;0,00
**********Fonte: Tesouro Municipal;14.845,00;14.845,00;0,00;0,00
*******Elemento Econômico: Material de Consumo;11.353,00;11.353,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;11.353,00;11.353,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;11.353,00;11.353,00;0,00;0,00
**********Fonte: Tesouro Municipal;11.353,00;11.353,00;0,00;0,00
*******Elemento Econômico: Obrigações Tributárias e Contributivas;14.845,00;14.845,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;14.845,00;14.845,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;14.845,00;14.845,00;0,00;0,00
**********Fonte: Tesouro Municipal;14.845,00;14.845,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;65.494,00;65.494,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;65.494,00;65.494,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;65.494,00;65.494,00;0,00;0,00
**********Fonte: Tesouro Municipal;65.494,00;65.494,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;218.312,00;218.312,00;169.960,34;154.500,63
********Categoria da Despesa: Despesas Correntes;218.312,00;218.312,00;169.960,34;154.500,63
*********Modalidade da Despesa: Aplicações Diretas;218.312,00;218.312,00;169.960,34;154.500,63
**********Fonte: Tesouro Municipal;218.312,00;218.312,00;169.960,34;154.500,63
***Função: Gestão Ambiental;52.103,00;52.103,00;0,00;0,00
****Sub-Função: Preservação e Conservação Ambiental;52.103,00;52.103,00;0,00;0,00
*****Programa: Promoção de Desenvolvimento Local;51.103,00;51.103,00;0,00;0,00
******Projeto/Atividade: Conselho Gestor da APA Capivari/Monos;51.103,00;51.103,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;51.103,00;51.103,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;51.103,00;51.103,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;51.103,00;51.103,00;0,00;0,00
**********Fonte: Tesouro Municipal;51.103,00;51.103,00;0,00;0,00
*****Programa: Proteção ao Meio Ambiente e a Qualidade de Vida;1.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: Forum Agenda 21  Subprefeitura Parelheiros - E3943;1.000,00;1.000,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;1.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;1.000,00;1.000,00;0,00;0,00
**********Fonte: Receita Condicionada;1.000,00;1.000,00;0,00;0,00
***Função: Saneamento;1.696.287,00;2.142.326,30;2.067.182,87;1.753.244,21
****Sub-Função: Saneamento Básico Urbano;1.696.287,00;2.142.326,30;2.067.182,87;1.753.244,21
*****Programa: Prevenção a Enchentes;1.696.287,00;2.142.326,30;2.067.182,87;1.753.244,21
******Projeto/Atividade: Conservação de Galerias, Canais, Córregos e Serviços Complementares;1.696.287,00;2.142.326,30;2.067.182,87;1.753.244,21
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;1.696.287,00;2.142.326,30;2.067.182,87;1.753.244,21
********Categoria da Despesa: Despesas Correntes;1.696.287,00;2.142.326,30;2.067.182,87;1.753.244,21
*********Modalidade da Despesa: Aplicações Diretas;1.696.287,00;2.142.326,30;2.067.182,87;1.753.244,21
**********Fonte: Tesouro Municipal;1.696.287,00;2.142.326,30;2.067.182,87;1.753.244,21
***Função: Urbanismo;19.143.665,00;18.789.919,02;15.079.806,55;12.417.862,56
****Sub-Função: Administração Geral;10.940.828,00;9.959.066,75;9.246.436,44;8.922.497,50
*****Programa: Suporte Administrativo;10.940.828,00;9.959.066,75;9.246.436,44;8.922.497,50
******Projeto/Atividade: Administração da Subprefeitura;10.922.097,00;9.940.335,75;9.246.436,44;8.922.497,50
*******Elemento Econômico: Auxílio-Alimentação;796.180,00;796.180,00;680.065,76;680.065,76
********Categoria da Despesa: Despesas Correntes;796.180,00;796.180,00;680.065,76;680.065,76
*********Modalidade da Despesa: Aplicações Diretas;796.180,00;796.180,00;680.065,76;680.065,76
**********Fonte: Tesouro Municipal;796.180,00;796.180,00;680.065,76;680.065,76
*******Elemento Econômico: Auxílio-Transporte;178.500,00;178.500,00;140.710,18;140.710,18
********Categoria da Despesa: Despesas Correntes;178.500,00;178.500,00;140.710,18;140.710,18
*********Modalidade da Despesa: Aplicações Diretas;178.500,00;178.500,00;140.710,18;140.710,18
**********Fonte: Tesouro Municipal;178.500,00;178.500,00;140.710,18;140.710,18
*******Elemento Econômico: Diárias - Civil;457,00;457,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;457,00;457,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;457,00;457,00;0,00;0,00
**********Fonte: Tesouro Municipal;457,00;457,00;0,00;0,00
*******Elemento Econômico: Equipamentos e Material Permanente;45.627,00;45.627,00;401,94;401,94
********Categoria da Despesa: Despesas de Capital;45.627,00;45.627,00;401,94;401,94
*********Modalidade da Despesa: Aplicações Diretas;45.627,00;45.627,00;401,94;401,94
**********Fonte: Tesouro Municipal;45.627,00;45.627,00;401,94;401,94
*******Elemento Econômico: Locação de Mão-de-Obra;892.686,00;908.924,75;908.924,75;822.279,48
********Categoria da Despesa: Despesas Correntes;892.686,00;908.924,75;908.924,75;822.279,48
*********Modalidade da Despesa: Aplicações Diretas;892.686,00;908.924,75;908.924,75;822.279,48
**********Fonte: Tesouro Municipal;892.686,00;908.924,75;908.924,75;822.279,48
*******Elemento Econômico: Material de Consumo;427.389,00;427.389,00;185.605,64;183.590,93
********Categoria da Despesa: Despesas Correntes;427.389,00;427.389,00;185.605,64;183.590,93
*********Modalidade da Despesa: Aplicações Diretas;427.389,00;427.389,00;185.605,64;183.590,93
**********Fonte: Tesouro Municipal;427.389,00;427.389,00;185.605,64;183.590,93
*******Elemento Econômico: Obrigações Tributárias e Contributivas;33.645,00;33.645,00;33.598,25;25.608,52
********Categoria da Despesa: Despesas Correntes;33.645,00;33.645,00;33.598,25;25.608,52
*********Modalidade da Despesa: Aplicações Diretas;33.645,00;33.645,00;33.598,25;25.608,52
**********Fonte: Tesouro Municipal;33.645,00;33.645,00;33.598,25;25.608,52
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;1.943.845,00;1.943.845,00;1.694.482,11;1.467.192,88
********Categoria da Despesa: Despesas Correntes;1.943.845,00;1.943.845,00;1.694.482,11;1.467.192,88
*********Modalidade da Despesa: Aplicações Diretas;1.943.845,00;1.943.845,00;1.694.482,11;1.467.192,88
**********Fonte: Tesouro Municipal;1.943.845,00;1.943.845,00;1.694.482,11;1.467.192,88
*******Elemento Econômico: Passagens e Despesas com Locomoção;2.882,00;2.882,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;2.882,00;2.882,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;2.882,00;2.882,00;0,00;0,00
**********Fonte: Tesouro Municipal;2.882,00;2.882,00;0,00;0,00
*******Elemento Econômico: Vencimentos e Vantagens Fixas - Pessoal Civil;6.600.886,00;5.602.886,00;5.602.647,81;5.602.647,81
********Categoria da Despesa: Despesas Correntes;6.600.886,00;5.602.886,00;5.602.647,81;5.602.647,81
*********Modalidade da Despesa: Aplicações Diretas;6.600.886,00;5.602.886,00;5.602.647,81;5.602.647,81
**********Fonte: Tesouro Municipal;6.600.886,00;5.602.886,00;5.602.647,81;5.602.647,81
******Projeto/Atividade: Conservação de Imóveis Próprios e Locados das Subprefeituras;18.731,00;18.731,00;0,00;0,00
*******Elemento Econômico: Locação de Mão-de-Obra;5.599,00;5.599,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;5.599,00;5.599,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;5.599,00;5.599,00;0,00;0,00
**********Fonte: Tesouro Municipal;5.599,00;5.599,00;0,00;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;13.132,00;13.132,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;13.132,00;13.132,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;13.132,00;13.132,00;0,00;0,00
**********Fonte: Tesouro Municipal;13.132,00;13.132,00;0,00;0,00
****Sub-Função: Infra-Estrutura Urbana;3.233.054,00;3.396.746,37;1.482.151,17;220.462,92
*****Programa: Promoção de Desenvolvimento Local;211.738,00;461.738,00;253.221,47;5.512,32
******Projeto/Atividade: Construção, Ampliação e Reforma de Equipamentos das Subprefeituras;211.738,00;461.738,00;253.221,47;5.512,32
*******Elemento Econômico: Aquisição de Imóveis;5.167,00;5.167,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;5.167,00;5.167,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;5.167,00;5.167,00;0,00;0,00
**********Fonte: Tesouro Municipal;5.167,00;5.167,00;0,00;0,00
*******Elemento Econômico: Obras e Instalações;193.374,00;443.374,00;247.709,15;0,00
********Categoria da Despesa: Despesas de Capital;193.374,00;443.374,00;247.709,15;0,00
*********Modalidade da Despesa: Aplicações Diretas;193.374,00;443.374,00;247.709,15;0,00
**********Fonte: Tesouro Municipal;193.374,00;443.374,00;247.709,15;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;13.197,00;13.197,00;5.512,32;5.512,32
********Categoria da Despesa: Despesas de Capital;13.197,00;13.197,00;5.512,32;5.512,32
*********Modalidade da Despesa: Aplicações Diretas;13.197,00;13.197,00;5.512,32;5.512,32
**********Fonte: Tesouro Municipal;13.197,00;13.197,00;5.512,32;5.512,32
*****Programa: Revitalização de Bairros;3.021.316,00;2.935.008,37;1.228.929,70;214.950,60
******Projeto/Atividade: Conservação e Pavimentação Viária no Bairro - Região de Parelheiros -  E1397;500.000,00;0,00;0,00;0,00
*******Elemento Econômico: Obras e Instalações;500.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;500.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;500.000,00;0,00;0,00;0,00
**********Fonte: Receita Condicionada;500.000,00;0,00;0,00;0,00
******Projeto/Atividade: Intervenção, Urbanização e Melhoria de Bairros;1.945.316,00;2.664.408,37;1.228.929,70;214.950,60
*******Elemento Econômico: Material de Consumo;192.115,00;392.105,00;96.018,76;96.018,76
********Categoria da Despesa: Despesas de Capital;192.115,00;392.105,00;96.018,76;96.018,76
*********Modalidade da Despesa: Aplicações Diretas;192.115,00;392.105,00;96.018,76;96.018,76
**********Fonte: Tesouro Municipal;192.115,00;392.105,00;96.018,76;96.018,76
*******Elemento Econômico: Obras e Instalações;1.470.536,00;1.989.638,37;1.003.885,75;0,00
********Categoria da Despesa: Despesas de Capital;1.470.536,00;1.989.638,37;1.003.885,75;0,00
*********Modalidade da Despesa: Aplicações Diretas;1.470.536,00;1.989.638,37;1.003.885,75;0,00
**********Fonte: Receita Condicionada;695.780,00;255.780,00;0,00;0,00
**********Fonte: Tesouro Municipal;774.756,00;1.733.858,37;1.003.885,75;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;282.665,00;282.665,00;129.025,19;118.931,84
********Categoria da Despesa: Despesas de Capital;282.665,00;282.665,00;129.025,19;118.931,84
*********Modalidade da Despesa: Aplicações Diretas;282.665,00;282.665,00;129.025,19;118.931,84
**********Fonte: Tesouro Municipal;282.665,00;282.665,00;129.025,19;118.931,84
******Projeto/Atividade: Pavimentação Asfáltica na Rua Maria da Costa Bezerra, Recanto Campo Belo - E717;1.000,00;1.000,00;0,00;0,00
*******Elemento Econômico: Obras e Instalações;1.000,00;1.000,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;1.000,00;1.000,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;1.000,00;1.000,00;0,00;0,00
**********Fonte: Receita Condicionada;1.000,00;1.000,00;0,00;0,00
******Projeto/Atividade: Pavimentação da Avenida São Paulo, no Jardim Progresso - SP PA - E1382;75.000,00;0,00;0,00;0,00
*******Elemento Econômico: Obras e Instalações;75.000,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;75.000,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;75.000,00;0,00;0,00;0,00
**********Fonte: Receita Condicionada;75.000,00;0,00;0,00;0,00
******Projeto/Atividade: Pavimentação de Ruas conf. Anexo A -  Emenda 2757;500.000,00;269.600,00;0,00;0,00
*******Elemento Econômico: Obras e Instalações;500.000,00;269.600,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;500.000,00;269.600,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;500.000,00;269.600,00;0,00;0,00
**********Fonte: Receita Condicionada;500.000,00;269.600,00;0,00;0,00
****Sub-Função: Recuperação de Áreas Degradadas;405.733,00;405.733,00;267.733,30;0,00
*****Programa: Contenção em Áreas de Risco Geológico;405.733,00;405.733,00;267.733,30;0,00
******Projeto/Atividade: Obras e Serviços nas Áreas de Riscos Geológicos;405.733,00;405.733,00;267.733,30;0,00
*******Elemento Econômico: Obras e Instalações;391.378,00;391.378,00;267.733,30;0,00
********Categoria da Despesa: Despesas de Capital;391.378,00;391.378,00;267.733,30;0,00
*********Modalidade da Despesa: Aplicações Diretas;391.378,00;391.378,00;267.733,30;0,00
**********Fonte: Tesouro Municipal;391.378,00;391.378,00;267.733,30;0,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;14.355,00;14.355,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;14.355,00;14.355,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;14.355,00;14.355,00;0,00;0,00
**********Fonte: Tesouro Municipal;14.355,00;14.355,00;0,00;0,00
****Sub-Função: Serviços Urbanos;4.433.063,00;4.897.385,90;4.033.038,10;3.233.526,50
*****Programa: Proteção ao Meio Ambiente e a Qualidade de Vida;680.637,00;738.637,00;576.622,83;574.887,40
******Projeto/Atividade: Conservação de Áreas Verdes e Vegetação Arbórea;680.637,00;738.637,00;576.622,83;574.887,40
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;680.637,00;738.637,00;576.622,83;574.887,40
********Categoria da Despesa: Despesas Correntes;680.637,00;738.637,00;576.622,83;574.887,40
*********Modalidade da Despesa: Aplicações Diretas;680.637,00;738.637,00;576.622,83;574.887,40
**********Fonte: Tesouro Municipal;680.637,00;738.637,00;576.622,83;574.887,40
*****Programa: Revitalização de Bairros;3.752.426,00;4.158.748,90;3.456.415,27;2.658.639,10
******Projeto/Atividade: Conservação de  Vias e Logradouros Públicos;2.556.908,00;2.105.686,52;1.579.655,93;1.343.249,70
*******Elemento Econômico: Material de Consumo;403.441,00;692.441,00;612.432,70;442.060,70
********Categoria da Despesa: Despesas Correntes;403.441,00;692.441,00;612.432,70;442.060,70
*********Modalidade da Despesa: Aplicações Diretas;403.441,00;692.441,00;612.432,70;442.060,70
**********Fonte: Tesouro Municipal;403.441,00;692.441,00;612.432,70;442.060,70
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;2.153.467,00;1.413.245,52;967.223,23;901.189,00
********Categoria da Despesa: Despesas Correntes;2.153.467,00;1.413.245,52;967.223,23;901.189,00
*********Modalidade da Despesa: Aplicações Diretas;2.153.467,00;1.413.245,52;967.223,23;901.189,00
**********Fonte: Receita Condicionada;391.560,00;1.254,91;0,00;0,00
**********Fonte: Tesouro Municipal;1.761.907,00;1.411.990,61;967.223,23;901.189,00
******Projeto/Atividade: Locação de Veículos, Máquinas e Equipamentos Pesados;1.195.518,00;2.053.062,38;1.876.759,34;1.315.389,40
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;1.195.518,00;2.053.062,38;1.876.759,34;1.315.389,40
********Categoria da Despesa: Despesas Correntes;1.195.518,00;2.053.062,38;1.876.759,34;1.315.389,40
*********Modalidade da Despesa: Aplicações Diretas;1.195.518,00;2.053.062,38;1.876.759,34;1.315.389,40
**********Fonte: Tesouro Municipal;1.195.518,00;2.053.062,38;1.876.759,34;1.315.389,40
****Sub-Função: Tecnologia da Informação;130.987,00;130.987,00;50.447,54;41.375,64
*****Programa: Sistema de Informação e Processamento de Dados;130.987,00;130.987,00;50.447,54;41.375,64
******Projeto/Atividade: Aquisição de Materiais, Equipamentos e Serviços de Informática e Comunicação;130.987,00;130.987,00;50.447,54;41.375,64
*******Elemento Econômico: Equipamentos e Material Permanente;35.637,00;35.637,00;10.381,30;10.381,30
********Categoria da Despesa: Despesas de Capital;35.637,00;35.637,00;10.381,30;10.381,30
*********Modalidade da Despesa: Aplicações Diretas;35.637,00;35.637,00;10.381,30;10.381,30
**********Fonte: Tesouro Municipal;35.637,00;35.637,00;10.381,30;10.381,30
*******Elemento Econômico: Material de Consumo;45.627,00;45.627,00;20.603,00;20.603,00
********Categoria da Despesa: Despesas Correntes;45.627,00;45.627,00;20.603,00;20.603,00
*********Modalidade da Despesa: Aplicações Diretas;45.627,00;45.627,00;20.603,00;20.603,00
**********Fonte: Tesouro Municipal;45.627,00;45.627,00;20.603,00;20.603,00
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;49.723,00;49.723,00;19.463,24;10.391,34
********Categoria da Despesa: Despesas Correntes;49.723,00;49.723,00;19.463,24;10.391,34
*********Modalidade da Despesa: Aplicações Diretas;49.723,00;49.723,00;19.463,24;10.391,34
**********Fonte: Tesouro Municipal;49.723,00;49.723,00;19.463,24;10.391,34
*Orgão: Subprefeitura Penha;45.703.055,00;44.988.061,64;33.963.819,34;30.582.940,67
**Unidade: Administração da Subprefeitura;45.703.055,00;44.988.061,64;33.963.819,34;30.582.940,67
***Função: Agricultura;380.587,00;380.587,00;169.559,16;144.044,56
****Sub-Função: Abastecimento;380.587,00;380.587,00;169.559,16;144.044,56
*****Programa: Promoção de Desenvolvimento Local;380.587,00;380.587,00;169.559,16;144.044,56
******Projeto/Atividade: Operação e Manutenção das Unidades de Abastecimento;380.587,00;380.587,00;169.559,16;144.044,56
*******Elemento Econômico: Locação de Mão-de-Obra;75.449,00;75.449,00;57.600,00;57.120,00
********Categoria da Despesa: Despesas Correntes;75.449,00;75.449,00;57.600,00;57.120,00
*********Modalidade da Despesa: Aplicações Diretas;75.449,00;75.449,00;57.600,00;57.120,00
**********Fonte: Tesouro Municipal;75.449,00;75.449,00;57.600,00;57.120,00
*******Elemento Econômico: Material de Consumo;3.304,00;3.304,00;859,16;859,16
********Categoria da Despesa: Despesas Correntes;3.304,00;3.304,00;859,16;859,16
*********Modalidade da Despesa: Aplicações Diretas;3.304,00;3.304,00;859,16;859,16
**********Fonte: Tesouro Municipal;3.304,00;3.304,00;859,16;859,16
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;301.834,00;301.834,00;111.100,00;86.065,40
********Categoria da Despesa: Despesas Correntes;301.834,00;301.834,00;111.100,00;86.065,40
*********Modalidade da Despesa: Aplicações Diretas;301.834,00;301.834,00;111.100,00;86.065,40
**********Fonte: Tesouro Municipal;301.834,00;301.834,00;111.100,00;86.065,40
***Função: Assistência Social;404.110,00;399.564,45;192.704,02;166.772,10
****Sub-Função: Assistência a Criança e ao Adolescente;178.866,00;189.133,45;156.789,85;133.118,21
*****Programa: Assistência a Criança e ao Adolescente;178.866,00;189.133,45;156.789,85;133.118,21
******Projeto/Atividade: Administração dos Conselhos Tutelares;178.866,00;189.133,45;156.789,85;133.118,21
*******Elemento Econômico: Equipamentos e Material Permanente;3.702,00;3.702,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;3.702,00;3.702,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;3.702,00;3.702,00;0,00;0,00
**********Fonte: Tesouro Municipal;3.702,00;3.702,00;0,00;0,00
*******Elemento Econômico: Material de Consumo;2.022,00;2.022,00;881,20;881,20
********Categoria da Despesa: Despesas Correntes;2.022,00;2.022,00;881,20;881,20
*********Modalidade da Despesa: Aplicações Diretas;2.022,00;2.022,00;881,20;881,20
**********Fonte: Tesouro Municipal;2.022,00;2.022,00;881,20;881,20
*******Elemento Econômico: Obrigações Tributárias e Contributivas;15.290,00;17.001,25;17.001,25;15.584,47
********Categoria da Despesa: Despesas Correntes;15.290,00;17.001,25;17.001,25;15.584,47
*********Modalidade da Despesa: Aplicações Diretas;15.290,00;17.001,25;17.001,25;15.584,47
**********Fonte: Tesouro Municipal;15.290,00;17.001,25;17.001,25;15.584,47
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Física;76.450,00;85.006,20;85.006,20;85.006,20
********Categoria da Despesa: Despesas Correntes;76.450,00;85.006,20;85.006,20;85.006,20
*********Modalidade da Despesa: Aplicações Diretas;76.450,00;85.006,20;85.006,20;85.006,20
**********Fonte: Tesouro Municipal;76.450,00;85.006,20;85.006,20;85.006,20
*******Elemento Econômico: Outros Serviços de Terceiros - Pessoa Jurídica;81.402,00;81.402,00;53.901,20;31.646,34
********Categoria da Despesa: Despesas Correntes;81.402,00;81.402,00;53.901,20;31.646,34
*********Modalidade da Despesa: Aplicações Diretas;81.402,00;81.402,00;53.901,20;31.646,34
**********Fonte: Tesouro Municipal;81.402,00;81.402,00;53.901,20;31.646,34
****Sub-Função: Assistência Comunitária;225.244,00;210.431,00;35.914,17;33.653,89
*****Programa: Assistência Social Geral;225.244,00;210.431,00;35.914,17;33.653,89
******Projeto/Atividade: Operação dos Equipamentos de Assistência Social;225.244,00;210.431,00;35.914,17;33.653,89
*******Elemento Econômico: Equipamentos e Material Permanente;5.674,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas de Capital;5.674,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;5.674,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;5.674,00;0,00;0,00;0,00
*******Elemento Econômico: Material de Consumo;9.139,00;0,00;0,00;0,00
********Categoria da Despesa: Despesas Correntes;9.139,00;0,00;0,00;0,00
*********Modalidade da Despesa: Aplicações Diretas;9.139,00;0,00;0,00;0,00
**********Fonte: Tesouro Municipal;9.139,00;0,00;0,00;0,00
